variable_name,categories,repos,repo_count,kind_signals,source_count,example_sources
article_not_found,enum_value,BN_graphical,1,enum:ARTICLE_NOT_FOUND,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:865
article_text,extraction_output_field,Outcome_Contractor,1,attr,4,Outcome_Contractor/article_finder/type_specific_extractor.py:738; Outcome_Contractor/article_finder/type_specific_extractor.py:746; Outcome_Contractor/article_finder/type_specific_extractor.py:860; Outcome_Contractor/article_finder/type_specific_extractor.py:867
article_type_classifier_version,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,4,Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:796; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:849; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:887; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:922
article_type_diagnostics,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,4,Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:795; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:848; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:886; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:921
article_type_family,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr;json_key;py_key,6,Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:788; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:841; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:879; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:914; Article_Eater_PostQuinean_v1/src/epistemic/contracts/claim_v2.py:104
article_type_margin,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,4,Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:792; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:845; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:883; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:918
article_type_needs_review,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,4,Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:793; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:846; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:884; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:919
article_type_predicted_family,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,4,Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:789; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:842; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:880; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:915
article_type_runner_up,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,4,Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:791; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:844; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:882; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:917
article_type_signals,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,4,Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:794; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:847; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:885; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:920
articles,extraction_output_field,Outcome_Contractor,1,attr,2,Outcome_Contractor/article_finder/type_specific_extractor.py:814; Outcome_Contractor/article_finder/type_specific_extractor.py:820
articles_covered,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1378
articles_found,enum_value;extraction_output_field,Article_Eater_PostQuinean_v1,1,attr;enum:ARTICLES_FOUND,2,Article_Eater_PostQuinean_v1/contracts/research_queue.contract.md:249; Article_Eater_PostQuinean_v1/contracts/voi_collector.contract.md:141
articles_reviewed,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1199
arxiv,enum_value,Article_Eater_PostQuinean_v1,1,enum:ARXIV,1,Article_Eater_PostQuinean_v1/src/services/paper_fetcher.py:40
as,extraction_output_field,BN_graphical,1,attr,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/schema.py:5497; BN_graphical/bn_venv/lib/python3.14/site-packages/sqlalchemy/sql/schema.py:5564; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/sqlalchemy/sql/schema.py:5497; BN_graphical/test_venv_310/lib/python3.10/site-packages/sqlalchemy/sql/schema.py:5497
as_of_date,database_column,Article_Eater_PostQuinean_v1,1,sql_col,1,Article_Eater_PostQuinean_v1/migrations/005_add_entrenchment_tracker.sql:26
asa,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/02-15_03_Panel_III_Multimodal_Senses_HigherCognition_V1.0.md:443
asc,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/archive/docs/architecture/PHASE1_Templates_Complete.md:546
ascender,extraction_output_field,BN_graphical,1,attr,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/E_B_L_C_.py:34; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/E_B_L_C_.py:34; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/E_B_L_C_.py:34
ascent,extraction_output_field,BN_graphical,1,attr;json_key;py_key,12,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/merge/tables.py:68; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/merge/tables.py:85; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/_h_h_e_a.py:14; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/_v_h_e_a.py:14; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/merge/tables.py:68
ascii,extraction_output_field,BN_graphical,1,json_key;py_key,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/text.py:341; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/sklearn/feature_extraction/text.py:341; BN_graphical/test_venv_310/lib/python3.10/site-packages/sklearn/feature_extraction/text.py:341
asian,extraction_output_field,BN_graphical,1,json_key;py_key,1,BN_graphical/docs/research/ARTICLE_TYPE_ARGUMENT_TABLES.md:118
assembly,extraction_output_field,BN_graphical,1,json_key;py_key,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/ttProgram.py:317; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/ttProgram.py:317; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/ttProgram.py:317
asserted,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_THOUGHT_PIECE_2026_02_09.md:329
assessed,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_META_ANALYSIS_2026_02_03.md:439
assessed_at,database_column,Article_Eater_PostQuinean_v1,1,sql_col,1,Article_Eater_PostQuinean_v1/migrations/006_discovery_funnel.sql:191
assessment,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_lhs;arrow_rhs,2,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_SYSTEMATIC_REVIEW_2026_02_03.md:78; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_THEORETICAL_2026_02_03.md:199
assessment_method,database_column,Article_Eater_PostQuinean_v1,1,sql_col,1,Article_Eater_PostQuinean_v1/migrations/006_discovery_funnel.sql:186
assessment_tool,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/src/services/table_extractor.py:259; Article_Eater_PostQuinean_v1/src/services/table_extractor.py:278
assessor_notes,database_column,Article_Eater_PostQuinean_v1,1,sql_col,1,Article_Eater_PostQuinean_v1/migrations/006_discovery_funnel.sql:187
assign,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,2,Article_Eater_PostQuinean_v1/docs/PANEL_P-TD_TECHNICAL_DEBT_REVIEW_2026_02_08.md:283; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/docs/PANEL_P-TD_TECHNICAL_DEBT_REVIEW_2026_02_08.md:283
assignment_method,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:123
associated_institutions,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,4,Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.schema.json:143; Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.v1.schema.json:171; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.schema.json:143; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.v1.schema.json:171
associated_journals,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,4,Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.schema.json:138; Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.v1.schema.json:167; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.schema.json:138; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.v1.schema.json:167
association,enum_value;extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_lhs;arrow_rhs;enum:ASSOCIATION;json_key;py_key,7,Article_Eater_PostQuinean_v1/contracts/vocab/argument_schemes.json:109; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_INTERVIEW_STUDY_2026_02_09.md:303; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_OBSERVATIONAL_FIELD_2026_02_09.md:18; Article_Eater_PostQuinean_v1/src/epistemic/contracts/claim_v2.py:24; Article_Eater_PostQuinean_v1/src/epistemic/extraction/rule_to_claim_mapper.py:195
associational,enum_value;extraction_output_field,Article_Eater_PostQuinean_v1,1,enum:ASSOCIATIONAL;json_key;py_key,11,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:88; Article_Eater_PostQuinean_v1/Post_Quinean Setup/IMPLEMENTATION_PLAN_PANEL_HIGH_PRIORITY_2026_01_21.md:46; Article_Eater_PostQuinean_v1/Post_Quinean Setup/IMPLEMENTATION_PLAN_PANEL_HIGH_PRIORITY_2026_01_21.md:78; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/extraction_to_web.py:88; Article_Eater_PostQuinean_v1/docs/02-15_04_Claude_Code_Master_Sprint_Plan_V1_0.md:145
associative,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/02-15_02_Neuroscience_Panel_Templates_and_Taxonomy_V1.0.md:66
assumed_mechanism,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr;json_key;py_key,4,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.bridge.v1.schema.json:35; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:1215; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:341; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_THEORETICAL_2026_02_03.md:1096
assumed_met,enum_value,BN_graphical,1,enum:ASSUMED_MET,1,BN_graphical/src/mechanisms/enabling_conditions.py:42
assumed_not_met,enum_value,BN_graphical,1,enum:ASSUMED_NOT_MET,1,BN_graphical/src/mechanisms/enabling_conditions.py:43
assumption,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_CONCEPTUAL_FRAMEWORK_2026_02_04.md:488
assumption_id,database_column,Article_Eater_PostQuinean_v1,1,sql_col,1,Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:93
asthma,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:1071
asymmetry_confidence,extraction_output_field,BN_graphical,1,attr;py_key,3,BN_graphical/src/mechanisms/mechanism_schema.py:269; BN_graphical/src/mechanisms/mechanism_schema.py:278; BN_graphical/src/mechanisms/mechanism_schema.py:316
asymmetrys,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:1241
at,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:365
attached_theories,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,4,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:504; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/extraction_to_web.py:504; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:672; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:689
attachment_id,extraction_output_field,Article_Finder_v3_2_3,1,py_key,1,Article_Finder_v3_2_3/ingest/zotero_connector.py:173
attachment_key,extraction_output_field,Article_Finder_v3_2_3,1,py_key,1,Article_Finder_v3_2_3/ingest/zotero_connector.py:174
attachments,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/_review_package_2026_01_23/image_feedback.v1.schema.json:88; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/image_feedback.v1.schema.json:88
attack_point,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/contracts/schemas/epistemic_status.v1.schema.json:51
attacking_articles,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:610
attacks,extraction_output_field,BN_graphical,1,attr,2,BN_graphical/docs/research/ARCHITECTURE_REVIEW_AND_CONTRACTS.md:369; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:645
attempt,template_causal_chain_ref,Article_Finder_v3_2_3,1,arrow_rhs,1,Article_Finder_v3_2_3/docs/EXPERT_PANEL_AUTOPILOT_PDF.md:36
attempt_id,database_column,Article_Eater_PostQuinean_v1,1,sql_col,1,Article_Eater_PostQuinean_v1/migrations/006_discovery_funnel.sql:113
attempt_number,database_column,Article_Eater_PostQuinean_v1,1,sql_col,1,Article_Eater_PostQuinean_v1/migrations/006_discovery_funnel.sql:149
attempted,template_causal_chain_ref,Article_Finder_v3_2_3,1,arrow_lhs,1,Article_Finder_v3_2_3/docs/EXPERT_PANEL_AUTOPILOT_PDF.md:608
attempted_at,database_column,Article_Eater_PostQuinean_v1,1,sql_col,1,Article_Eater_PostQuinean_v1/migrations/006_discovery_funnel.sql:145
attempts,extraction_output_field,BN_graphical,1,attr,2,BN_graphical/docs/research/ARCHITECTURE_REVIEW_AND_CONTRACTS.md:362; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:629
attendance,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:605
attending,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:638
attention_flag,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_NARRATIVE_REVIEW_2026_02_03.md:521
attention_restoration,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/expert_reviews/TODO2_INTERPRETIVE_INTELLIGENCE_PANEL_REVIEW_2026_01_20.md:106
attenuated,enum_value,BN_graphical,1,enum:ATTENUATED,1,BN_graphical/src/mechanisms/scope_enforcement.py:47
attr,extraction_output_field,BN_graphical,1,json_key;py_key,36,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:154; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:159; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:35; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:483; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:502
attr_name,extraction_output_field,BN_graphical,1,attr,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/v1/schema.py:1138; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/v1/schema.py:1138; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pydantic/v1/schema.py:1138; BN_graphical/test_venv_310/lib/python3.10/site-packages/pydantic/v1/schema.py:1138
attribute_conflict_doc,extraction_output_field,BN_graphical,1,attr,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:197; BN_graphical/bn_venv/lib/python3.14/site-packages/pandas/io/pytables.py:200; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pandas/io/pytables.py:197; BN_graphical/test_venv_310/lib/python3.10/site-packages/pandas/io/pytables.py:197
attribute_id,extraction_output_field,Tagging_Contractor,1,json_key;py_key,2,Tagging_Contractor/contracts/localized_image_tags.schema.json:109; Tagging_Contractor/contracts/localized_image_tags.schema.json:139
